N,City,State,Name,Address,Type,Food,Tourist Attraction,Museum,Park,Shopping,Entertainment,Accommodation,Government,Rating,Total Ratings,Status,Latitude,Longitude,Open Now,Price Level,Website,Local Phone,International Phone,Permanently Closed,Place ID,Viewport,Icon URL
2293,Austin,Texas,Betty and Edward Marcus Sculpture Garden,"3809 West 35th Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,4.8,103,OPERATIONAL,30.3120983,-97.7742479,0,No data,No data,No data,No data,0,ChIJNwh1d7rKRIYRjBBbwogXZA8,"{'northeast': {'lat': 30.3137923802915, 'lng': -97.7730498697085}, 'southwest': {'lat': 30.3110944197085, 'lng': -97.77574783029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2294,Austin,Texas,Dolph Briscoe Center for American History,"2300 Red River Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,4.6,18,OPERATIONAL,30.28529,-97.728799,1,No data,No data,No data,No data,0,ChIJJ2vM8JC1RIYR7antqtrYbjY,"{'northeast': {'lat': 30.2867242302915, 'lng': -97.72726611970849}, 'southwest': {'lat': 30.2840262697085, 'lng': -97.7299640802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2295,Austin,Texas,Texas Music Museum,"MARVIN C. GRIFFIN BUILDING, 1009 East 11th Street, Austin","Museum, Tourist Attraction, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.4,49,OPERATIONAL,30.2694716,-97.7306612,1,No data,No data,No data,No data,0,ChIJlapLSLu1RIYRB7XloFSEloU,"{'northeast': {'lat': 30.2709232802915, 'lng': -97.7292606197085}, 'southwest': {'lat': 30.2682253197085, 'lng': -97.7319585802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2296,Austin,Texas,Texas DPS Historical Museum & Research Center,"5805 North Lamar Boulevard, Austin","Museum, Tourist Attraction, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.7,21,OPERATIONAL,30.326596,-97.7246002,1,No data,No data,No data,No data,0,ChIJ02q53DbKRIYRm0PJY6EJ8Tc,"{'northeast': {'lat': 30.3279582302915, 'lng': -97.72341556970848}, 'southwest': {'lat': 30.3252602697085, 'lng': -97.72611353029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2297,Austin,Texas,Joseph And Susanna Dickinson Hannig Museum,"411 East 5th Street, Austin","Museum, Tourist Attraction, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.8,20,OPERATIONAL,30.26567,-97.7388912,1,No data,No data,No data,No data,0,ChIJFU-IzKe1RIYR8C-QZN0hcTk,"{'northeast': {'lat': 30.2671464302915, 'lng': -97.73750231970848}, 'southwest': {'lat': 30.2644484697085, 'lng': -97.7402002802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2298,Austin,Texas,The Original and Locally Owned Austin Ghost Tours and Investigations,"303 Red River Street, Austin","Tourist Attraction, Park, Museum, Travel Agency, Point Of Interest, Establishment",0,1,1,1,0,0,0,0,4.3,57,OPERATIONAL,30.2640634,-97.7379309,1,No data,No data,No data,No data,0,ChIJXyyaSgi1RIYR6IDmGQE3IR0,"{'northeast': {'lat': 30.2654314802915, 'lng': -97.7366472697085}, 'southwest': {'lat': 30.2627335197085, 'lng': -97.7393452302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2299,Austin,Texas,West Chelsea Contemporary,"1009 West 6th Street #120, Austin","Art Gallery, Museum, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.9,292,OPERATIONAL,30.2716668,-97.7551185,1,No data,No data,No data,No data,0,ChIJCeCoexO1RIYR-KgmMXtzqMQ,"{'northeast': {'lat': 30.2731898302915, 'lng': -97.75385926970849}, 'southwest': {'lat': 30.2704918697085, 'lng': -97.75655723029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2300,Austin,Texas,The Contemporary Austin - Jones Center,"700 Congress Avenue, Austin","Tourist Attraction, Museum, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4,525,OPERATIONAL,30.269273,-97.7428373,1,No data,No data,No data,No data,0,ChIJw8JDBwq1RIYRlnFdJ511Fbk,"{'northeast': {'lat': 30.2705999802915, 'lng': -97.7412678697085}, 'southwest': {'lat': 30.2679020197085, 'lng': -97.7439658302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2301,Austin,Texas,The Stark Center for Physical Culture and Sports,"403 Deloss Dodds Way, Austin","Library, Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,5,3,OPERATIONAL,30.2849704,-97.7330267,1,No data,No data,No data,No data,0,ChIJa5QK4ne1RIYR-MF6IdVTcWo,"{'northeast': {'lat': 30.28631688029149, 'lng': -97.73137671970848}, 'southwest': {'lat': 30.28361891970849, 'lng': -97.73407468029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png
2302,Austin,Texas,The Contemporary Austin - Laguna Gloria,"3809 West 35th Street, Austin","Tourist Attraction, Museum, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.6,220,OPERATIONAL,30.312051,-97.7742207,0,No data,No data,No data,No data,0,ChIJr1sxgbDKRIYRWOyH2w1KG_w,"{'northeast': {'lat': 30.31344773029149, 'lng': -97.77296596970848}, 'southwest': {'lat': 30.3107497697085, 'lng': -97.7756639302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2303,Austin,Texas,Brush Square (O. Henry Museum),"409 East 5th Street, Austin","Museum, Tourist Attraction, Park, Point Of Interest, Establishment",0,1,1,1,0,0,0,0,4.4,117,OPERATIONAL,30.2656448,-97.7390604,1,No data,No data,No data,No data,0,ChIJ-emcy6e1RIYRVwgz4wwOr3w,"{'northeast': {'lat': 30.26715868029149, 'lng': -97.7377162697085}, 'southwest': {'lat': 30.2644607197085, 'lng': -97.7404142302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2304,Austin,Texas,Folk Art Museum of Central Texas,"700 Lavaca Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,2.3,4,OPERATIONAL,30.2702208,-97.7453625,0,No data,No data,No data,No data,0,ChIJ9yPoSsi1RIYRq3TtdWKjvCs,"{'northeast': {'lat': 30.2715100802915, 'lng': -97.74370561970849}, 'southwest': {'lat': 30.2688121197085, 'lng': -97.7464035802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2305,Austin,Texas,Old Shoal Creek Railroad,"The 360 Tower, 310 Nueces Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,5,1,OPERATIONAL,30.2671074,-97.7499711,0,No data,No data,No data,No data,0,ChIJYfMEDkS1RIYRv40ViONdb0Y,"{'northeast': {'lat': 30.26839453029149, 'lng': -97.7486018697085}, 'southwest': {'lat': 30.2656965697085, 'lng': -97.7512998302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2306,Austin,Texas,Project Newsense,"South 1st Street, Austin","Library, Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,5,2,CLOSED_TEMPORARILY,30.2594199,-97.7493668,0,No data,No data,No data,No data,1,ChIJV1aAHXS1RIYRFsFOm-OSGNc,"{'northeast': {'lat': 30.2607923302915, 'lng': -97.74807211970848}, 'southwest': {'lat': 30.2580943697085, 'lng': -97.75077008029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2307,Austin,Texas,French Legation State Historic Site,"802 San Marcos Street, Austin","Cafe, Museum, Restaurant, Food, Point Of Interest, Establishment",1,0,1,0,0,0,0,0,4.6,98,OPERATIONAL,30.2672722,-97.7317722,1,No data,No data,No data,No data,0,ChIJq4PaTTO1RIYR1ESo9_0XNCQ,"{'northeast': {'lat': 30.26859438029149, 'lng': -97.73024921970848}, 'southwest': {'lat': 30.2658964197085, 'lng': -97.7329471802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2308,Austin,Texas,Republic of Texas Museum,"810 San Marcos Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,4.6,14,OPERATIONAL,30.2676107,-97.7316098,0,No data,No data,No data,No data,0,ChIJx5cW_2-1RIYR6Axlk41OlF4,"{'northeast': {'lat': 30.2689387302915, 'lng': -97.73013096970851}, 'southwest': {'lat': 30.2662407697085, 'lng': -97.73282893029152}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2309,Austin,Texas,History Of Medicine Gallery,"389 West 15th Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,3.3,6,OPERATIONAL,30.2778399,-97.7434825,1,No data,No data,No data,No data,0,ChIJ_0ikEXW1RIYRjHvpkwLZFHU,"{'northeast': {'lat': 30.2791982302915, 'lng': -97.74199701970849}, 'southwest': {'lat': 30.2765002697085, 'lng': -97.74469498029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2310,Austin,Texas,"SEYMOUR LIPTON, CATACOMBS - sculpture, UT Landmarks","1501 Red River Street Health Learning Building, Fifth Floor, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2755656,-97.7335502,0,No data,No data,No data,No data,0,ChIJ7ZaibGm1RIYRy7fk7SZm1bc,"{'northeast': {'lat': 30.27704033029149, 'lng': -97.7321312197085}, 'southwest': {'lat': 30.2743423697085, 'lng': -97.73482918029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2311,Austin,Texas,Bullock Museum Store,"1800 Congress Avenue, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,5,2,OPERATIONAL,30.2800986,-97.7389289,1,No data,No data,No data,No data,0,ChIJRaPw9Z61RIYRQDpqP4E3tXI,"{'northeast': {'lat': 30.2812569802915, 'lng': -97.73744811970849}, 'southwest': {'lat': 30.2785590197085, 'lng': -97.7401460802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2312,Austin,Texas,"JOSÉ PARLÁ, AMISTAD AMÉRICA - art, UT Landmarks","300 West Martin Luther King Junior Boulevard, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2818634,-97.7412247,0,No data,No data,No data,No data,0,ChIJn3-xAeW1RIYRWTuPDUtyTd4,"{'northeast': {'lat': 30.2830572302915, 'lng': -97.73993451970848}, 'southwest': {'lat': 30.2803592697085, 'lng': -97.74263248029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2313,Austin,Texas,"""Austin"" by Ellsworth Kelly","200 East Martin Luther King Junior Boulevard, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,4.5,80,OPERATIONAL,30.2815988,-97.7378251,1,No data,No data,No data,No data,0,ChIJdyFpnp61RIYRAhszy6c4dsQ,"{'northeast': {'lat': 30.2824618302915, 'lng': -97.73659466970851}, 'southwest': {'lat': 30.2797638697085, 'lng': -97.73929263029152}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2314,Austin,Texas,Heritage Museum,"1102 South Congress Avenue, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2529768,-97.7506915,1,No data,No data,No data,No data,0,ChIJGQPfcz61RIYRZvM9NQT199o,"{'northeast': {'lat': 30.25419473029151, 'lng': -97.74900621970849}, 'southwest': {'lat': 30.25149676970851, 'lng': -97.75170418029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2315,Austin,Texas,Flower Hill Foundation,"1316 West 6th Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,5,4,OPERATIONAL,30.2744587,-97.7596338,0,No data,No data,No data,No data,0,ChIJJfGsgXu1RIYRi_e9IO1yNK0,"{'northeast': {'lat': 30.2758508302915, 'lng': -97.75837646970851}, 'southwest': {'lat': 30.2731528697085, 'lng': -97.76107443029152}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2316,Austin,Texas,"WILLARD BOEPPLE, ELEANOR AT 7:15 - sculpture, UT Landmarks","154 West 21st Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2843963,-97.7389864,0,No data,No data,No data,No data,0,ChIJMb0tIc21RIYRU0H98q_MJsc,"{'northeast': {'lat': 30.2853435302915, 'lng': -97.73768311970849}, 'southwest': {'lat': 30.2826455697085, 'lng': -97.74038108029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2317,Austin,Texas,Southgate-Lewis House,"1501 East 12th Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2728957,-97.7235094,0,No data,No data,No data,No data,0,ChIJrToJgZy1RIYRuxOaaMaYnO4,"{'northeast': {'lat': 30.2743832302915, 'lng': -97.7221908197085}, 'southwest': {'lat': 30.2716852697085, 'lng': -97.72488878029152}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2318,Austin,Texas,"JUAN HAMILTON, CURVE AND SHADOW, NO. 2 - sculpture, UT Landmarks","305 East 23rd Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.284773,-97.7356195,0,No data,No data,No data,No data,0,ChIJAzGMPVK1RIYRLtqYMJ2Sm1Q,"{'northeast': {'lat': 30.2863934802915, 'lng': -97.7338508197085}, 'southwest': {'lat': 30.28369551970851, 'lng': -97.7365487802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2319,Austin,Texas,"KOREN DER HAROOTIAN, PROMETHEUS AND VULTURE - sculpture, UT Landmarks","305 East 23rd Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.285141,-97.7348692,0,No data,No data,No data,No data,0,ChIJt2MgA_-1RIYRcgWCMV_YgK0,"{'northeast': {'lat': 30.2865661302915, 'lng': -97.7337633697085}, 'southwest': {'lat': 30.2838681697085, 'lng': -97.7364613302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2320,Austin,Texas,An Interval of Time,"Jackson Geological Sciences Building, 2305 Speedway, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.285817,-97.7356752,0,No data,No data,No data,No data,0,ChIJK4tSOle1RIYRMMeyO23XdkE,"{'northeast': {'lat': 30.2872958302915, 'lng': -97.7342212697085}, 'southwest': {'lat': 30.2845978697085, 'lng': -97.7369192302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2321,Austin,Texas,"SOL LEWITT, WALL DRAWING #520 - art, UT Landmarks","2317 Speedway, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2862709,-97.7365762,0,No data,No data,No data,No data,0,ChIJ8UoSnrK1RIYRrukGUAW0JgA,"{'northeast': {'lat': 30.2881305302915, 'lng': -97.73513061970849}, 'southwest': {'lat': 30.2854325697085, 'lng': -97.7378285802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2322,Austin,Texas,Warren Wildlife Gallery,"1401 Bouldin Avenue, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,4.2,63,OPERATIONAL,30.2517557,-97.7577333,0,No data,No data,No data,No data,0,ChIJ4XqFYU21RIYRL57RzQIjZoY,"{'northeast': {'lat': 30.2532772302915, 'lng': -97.75634006970849}, 'southwest': {'lat': 30.2505792697085, 'lng': -97.7590380302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2323,Austin,Texas,"DAVID HARE, THE SWAN'S DREAM OF LEDA - sculpture, UT Landmarks","510 Deloss Dodds Way, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2858573,-97.7315191,0,No data,No data,No data,No data,0,ChIJs3rbMiC1RIYRvEj31q-AB_g,"{'northeast': {'lat': 30.28686533029149, 'lng': -97.73010486970848}, 'southwest': {'lat': 30.2841673697085, 'lng': -97.73280283029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2324,Austin,Texas,"Sarah Oppenheimer, C-010106","210 East 24th Street, Austin","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,OPERATIONAL,30.2875771,-97.7359168,0,No data,No data,No data,No data,0,ChIJdyckxsq1RIYRcltStzAOFhI,"{'northeast': {'lat': 30.2889954302915, 'lng': -97.7346579197085}, 'southwest': {'lat': 30.2862974697085, 'lng': -97.7373558802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2325,Austin,Texas,Regal Westgate,"4477 South Lamar Boulevard, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.4,2597,OPERATIONAL,30.230265,-97.79974,1,No data,No data,No data,No data,0,ChIJYSR8FzlLW4YROXbQ1SLl3kU,"{'northeast': {'lat': 30.2315535802915, 'lng': -97.7985182697085}, 'southwest': {'lat': 30.2288556197085, 'lng': -97.8012162302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2326,Austin,Texas,Galaxy Theatres Austin,"6700 Middle Fiskville Road, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.4,2336,OPERATIONAL,30.3291008,-97.7079965,1,No data,No data,No data,No data,0,ChIJx2NzOCPKRIYRyPCkoOUXXlA,"{'northeast': {'lat': 30.3306631802915, 'lng': -97.7065158197085}, 'southwest': {'lat': 30.3279652197085, 'lng': -97.7092137802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2327,Austin,Texas,Blue Starlite Mini Urban Drive In,"2015 E. M. Franklin Avenue, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.5,535,OPERATIONAL,30.2861372,-97.6968912,0,No data,No data,No data,No data,0,ChIJ7_QBMgC2RIYR81zOkk_yAr0,"{'northeast': {'lat': 30.2874294302915, 'lng': -97.69551806970848}, 'southwest': {'lat': 30.2847314697085, 'lng': -97.6982160302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2328,Austin,Texas,Regal Metropolitan,"901 Little Texas Lane, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.2,1641,OPERATIONAL,30.198013,-97.76962,1,No data,No data,No data,No data,0,ChIJoU8waFyzRIYRbSNX-cbVKOU,"{'northeast': {'lat': 30.19939028029149, 'lng': -97.76815121970849}, 'southwest': {'lat': 30.19669231970849, 'lng': -97.77084918029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2329,Austin,Texas,AMC Barton Creek Square 14,"2901 South Capital of Texas Highway, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,3.9,1957,OPERATIONAL,30.257839,-97.808272,0,No data,No data,No data,No data,0,ChIJx2c_5-ZKW4YRPsPlkIXXXqI,"{'northeast': {'lat': 30.2589653802915, 'lng': -97.80694176970849}, 'southwest': {'lat': 30.2562674197085, 'lng': -97.8096397302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2330,Austin,Texas,Bullock Museum IMAX Theatre,"1800 North Congress Avenue, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.7,873,OPERATIONAL,30.2805906,-97.7389955,1,No data,No data,No data,No data,0,ChIJ9XFWkp61RIYRgjSD2PHdJwU,"{'northeast': {'lat': 30.28197043029149, 'lng': -97.7373987197085}, 'southwest': {'lat': 30.2792724697085, 'lng': -97.74009668029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2331,Austin,Texas,AFS Cinema,"6259 Middle Fiskville Road, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.8,799,OPERATIONAL,30.3243646,-97.7086944,0,No data,No data,No data,No data,0,ChIJG6HT_CLKRIYR64csutkU1_4,"{'northeast': {'lat': 30.3258848802915, 'lng': -97.70743046970848}, 'southwest': {'lat': 30.3231869197085, 'lng': -97.71012843029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2332,Austin,Texas,Alamo Drafthouse Cinema South Lamar,"1120 South Lamar Boulevard, Austin","Movie Theater, Bar, Restaurant, Food, Point Of Interest, Establishment",1,0,0,0,0,1,0,0,4.6,4990,OPERATIONAL,30.2560666,-97.7633276,1,1,No data,No data,No data,0,ChIJ0-fbEx-1RIYRDC-yUevuPhs,"{'northeast': {'lat': 30.2574113802915, 'lng': -97.7618687697085}, 'southwest': {'lat': 30.2547134197085, 'lng': -97.76456673029152}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2333,Austin,Texas,Acot Theater Hotline,"101 West 6th Street, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,3,2,OPERATIONAL,30.2679365,-97.7431945,0,No data,No data,No data,No data,0,ChIJvQwzuAm1RIYR27xnw0bGuZc,"{'northeast': {'lat': 30.2693910302915, 'lng': -97.74180771970849}, 'southwest': {'lat': 30.2666930697085, 'lng': -97.7445056802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2334,Austin,Texas,Joe B. Hogsett Theater,"901 Congress Avenue, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,5,5,OPERATIONAL,30.2708746,-97.7413273,0,No data,No data,No data,No data,0,ChIJt2ZPr6C1RIYRongUvKm0Q28,"{'northeast': {'lat': 30.2721766302915, 'lng': -97.7400652697085}, 'southwest': {'lat': 30.2694786697085, 'lng': -97.7427632302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2335,Austin,Texas,Blue Starlite Mini Urban Drive-in - Austin Downtown ATX: Rooftop,"300 San Antonio Street, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,61,OPERATIONAL,30.267101,-97.748558,0,No data,No data,No data,No data,0,ChIJcY9e4A61RIYRDCV0wAnTS3o,"{'northeast': {'lat': 30.2683787302915, 'lng': -97.74713576970848}, 'southwest': {'lat': 30.2656807697085, 'lng': -97.74983373029148}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2336,Austin,Texas,Bong Joon Ho Cinema,"1120 South Lamar Boulevard, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,No rating,No data,OPERATIONAL,30.2561977,-97.7635717,1,No data,No data,No data,No data,0,ChIJqRDuPAC1RIYR7X9OVTNllRc,"{'northeast': {'lat': 30.25752053029149, 'lng': -97.76213621970851}, 'southwest': {'lat': 30.25482256970849, 'lng': -97.76483418029152}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2337,Austin,Texas,The Eastside Movie Theater at the Millenium,"1156 Hargrave Street, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,5,1,OPERATIONAL,30.2719453,-97.710867,0,No data,No data,No data,No data,0,ChIJ4R88BIW1RIYRVD34h0FbUJI,"{'northeast': {'lat': 30.2732669802915, 'lng': -97.70935706970849}, 'southwest': {'lat': 30.2705690197085, 'lng': -97.7120550302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2338,Austin,Texas,Millennium Theater,"1156 Hargrave Street, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,No rating,No data,OPERATIONAL,30.2723316,-97.7105892,0,No data,No data,No data,No data,0,ChIJmQGKUMO1RIYRTVh8GSNR0RA,"{'northeast': {'lat': 30.2736571302915, 'lng': -97.70915506970849}, 'southwest': {'lat': 30.2709591697085, 'lng': -97.71185303029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2339,Austin,Texas,Alamo Drafthouse Cinema Mueller,"1911 Aldrich Street #120, Austin","Movie Theater, Bar, Restaurant, Food, Point Of Interest, Establishment",1,0,0,0,0,1,0,0,4.7,4242,OPERATIONAL,30.2985694,-97.7045778,1,No data,No data,No data,No data,0,ChIJ595f4vi1RIYRiOMsgjtJDlk,"{'northeast': {'lat': 30.2999054302915, 'lng': -97.70332136970849}, 'southwest': {'lat': 30.2972074697085, 'lng': -97.70601933029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2340,Austin,Texas,FunFlicks Austin,"304 East Ben White Boulevard, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,5,1,OPERATIONAL,30.2222406,-97.760961,0,No data,No data,No data,No data,0,ChIJ2yKU6PC1RIYRomFWwv8FXfs,"{'northeast': {'lat': 30.2234289802915, 'lng': -97.75967221970849}, 'southwest': {'lat': 30.2207310197085, 'lng': -97.76237018029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2341,Austin,Texas,Blue Moon Cinemas Austin,"304 East Ben White Boulevard, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4,4,OPERATIONAL,30.2222385,-97.7609892,1,No data,No data,No data,No data,0,ChIJPTcSacq1RIYR2ho48zQ7eR0,"{'northeast': {'lat': 30.2234279302915, 'lng': -97.75967221970849}, 'southwest': {'lat': 30.2207299697085, 'lng': -97.76237018029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2342,Austin,Texas,Sekrit Theater,"1145 Perry Road, Austin","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,171,OPERATIONAL,30.2593629,-97.6838075,1,No data,No data,No data,No data,0,ChIJdVons2O2RIYRQ66D7DTnnIY,"{'northeast': {'lat': 30.2608975302915, 'lng': -97.6828577197085}, 'southwest': {'lat': 30.2581995697085, 'lng': -97.68555568029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2343,Austin,Texas,Imax,Austin,"Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.4,35,OPERATIONAL,30.2576932,-97.8086443,0,No data,No data,No data,No data,0,ChIJr2mECudKW4YRICnYwgPRi2o,"{'northeast': {'lat': 30.2585062802915, 'lng': -97.80667476970851}, 'southwest': {'lat': 30.2558083197085, 'lng': -97.80937273029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
2344,Austin,Texas,Austin Aquascapes LLC,"1604 Fort View Road, Austin","Aquarium, Pet Store, Point Of Interest, Store, General Contractor, Establishment",0,1,0,0,0,0,0,0,4.3,17,OPERATIONAL,30.2291726,-97.7832945,1,No data,No data,No data,No data,0,ChIJU4OT7cq0RIYRrd6Ne6Smlxo,"{'northeast': {'lat': 30.2304183802915, 'lng': -97.7820047697085}, 'southwest': {'lat': 30.2277204197085, 'lng': -97.7847027302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
