N,City,State,Name,Address,Type,Food,Tourist Attraction,Museum,Park,Shopping,Entertainment,Accommodation,Government,Rating,Total Ratings,Status,Latitude,Longitude,Open Now,Price Level,Website,Local Phone,International Phone,Permanently Closed,Place ID,Viewport,Icon URL
2766,Albany,New York,Colonie Center,"131 Colonie Center, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.3,8196,OPERATIONAL,42.7102634,-73.8164807,1,No data,No data,No data,No data,0,ChIJuyQh2J8M3okRfzex3rIzvNU,"{'northeast': {'lat': 42.7118129802915, 'lng': -73.8155598197085}, 'southwest': {'lat': 42.7091150197085, 'lng': -73.8182577802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2767,Albany,New York,Wolf Road Shoppers Park,"145 Wolf Road, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.1,1029,OPERATIONAL,42.7174816,-73.8041715,1,No data,No data,No data,No data,0,ChIJu7i1dYUM3okR3-euGH6O0-A,"{'northeast': {'lat': 42.71895783029149, 'lng': -73.80276936970849}, 'southwest': {'lat': 42.71625986970849, 'lng': -73.80546733029149}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2768,Albany,New York,Stuyvesant Plaza,"1475 Western Avenue, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.4,2526,OPERATIONAL,42.6830353,-73.8396394,1,No data,No data,No data,No data,0,ChIJeygQBC0L3okRZTDDshwEbQc,"{'northeast': {'lat': 42.6838282302915, 'lng': -73.83783915000001}, 'southwest': {'lat': 42.6811302697085, 'lng': -73.84105854999999}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2769,Albany,New York,Northway Shopping Center,"1440 Central Avenue, Colonie","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.2,2749,OPERATIONAL,42.7065068,-73.8239389,1,No data,No data,No data,No data,0,ChIJZVaZY1wL3okRS9d-08watNU,"{'northeast': {'lat': 42.70879239999999, 'lng': -73.81898029999999}, 'southwest': {'lat': 42.7041236, 'lng': -73.82883030000004}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2770,Albany,New York,Newton Plaza,"Loudon Road, Latham","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.3,796,OPERATIONAL,42.7275879,-73.7604797,1,No data,No data,No data,No data,0,ChIJpfGVnTwM3okRHMVt5zCPuTc,"{'northeast': {'lat': 42.7288398, 'lng': -73.75908986970849}, 'southwest': {'lat': 42.72560259999999, 'lng': -73.7617878302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2771,Albany,New York,Glenmont Plaza,"392 Feura Bush Road, Glenmont","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.2,736,OPERATIONAL,42.6007692,-73.7943472,1,No data,No data,No data,No data,0,ChIJ8RfRKlPg3YkRDW0MWC7FK7k,"{'northeast': {'lat': 42.6021257302915, 'lng': -73.7930186197085}, 'southwest': {'lat': 42.59942776970851, 'lng': -73.79571658029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2772,Albany,New York,Crossgates Mall,"1 Crossgates Mall Road, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.3,13857,OPERATIONAL,42.689963,-73.8501765,1,No data,No data,No data,No data,0,ChIJ2aVeU8503okRCamZCp7QCjk,"{'northeast': {'lat': 42.69304995, 'lng': -73.84433134999998}, 'southwest': {'lat': 42.68595094999998, 'lng': -73.85666635}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2773,Albany,New York,Town Squire Plaza,"329 Glenmont Road, Glenmont","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.2,519,OPERATIONAL,42.60186,-73.789783,0,No data,No data,No data,No data,0,ChIJ4clr8K3h3YkRbPf14u_V-ek,"{'northeast': {'lat': 42.6034161302915, 'lng': -73.7887529197085}, 'southwest': {'lat': 42.6007181697085, 'lng': -73.7914508802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2774,Albany,New York,Custom Prints And More,"269 New Scotland Avenue, Albany","Clothing Store, Shopping Mall, Store, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,5,2,OPERATIONAL,42.653243,-73.7874645,0,No data,No data,No data,No data,0,ChIJ4agLKKcL3okR0x_rDZceMR8,"{'northeast': {'lat': 42.6545149302915, 'lng': -73.7861002197085}, 'southwest': {'lat': 42.6518169697085, 'lng': -73.78879818029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2775,Albany,New York,Loudon Plaza,"350 Northern Boulevard, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.2,190,OPERATIONAL,42.6754866,-73.749105,0,No data,No data,No data,No data,0,ChIJg0rl9NgL3okROFdeE5ro7Mk,"{'northeast': {'lat': 42.67678618029149, 'lng': -73.74775991970849}, 'southwest': {'lat': 42.6740882197085, 'lng': -73.7504578802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2776,Albany,New York,Westgate Plaza,"911 Central Avenue, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.1,2046,OPERATIONAL,42.68253,-73.7912541,1,No data,No data,No data,No data,0,ChIJFRbzq6YL3okR0vVmbafF1MQ,"{'northeast': {'lat': 42.6836224302915, 'lng': -73.78963876970849}, 'southwest': {'lat': 42.6809244697085, 'lng': -73.7923367302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2777,Albany,New York,Shoppes At Greenbush Commons,"600 North Greenbush Road, Rensselaer","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.2,1454,OPERATIONAL,42.6466088,-73.6999836,1,No data,No data,No data,No data,0,ChIJ4zsppVII3okRmmjjQOlTmj4,"{'northeast': {'lat': 42.6479676302915, 'lng': -73.69640215}, 'southwest': {'lat': 42.6452696697085, 'lng': -73.70144914999999}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2778,Albany,New York,Van Rensselaer Square Shopping Center,"4730 West Sand Lake Road, Rensselaer","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.4,880,OPERATIONAL,42.6559275,-73.6903521,1,No data,No data,No data,No data,0,ChIJh3zqJlYI3okRjxudlLeKSyU,"{'northeast': {'lat': 42.6572609302915, 'lng': -73.68903326970849}, 'southwest': {'lat': 42.6545629697085, 'lng': -73.6917312302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2779,Albany,New York,EXOTIC SMOKE SHOP,"1141 Central Avenue unit c, Albany","Shopping Mall, Store, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,5,12,OPERATIONAL,42.6913955,-73.8024293,1,No data,No data,No data,No data,0,ChIJPaoDZD8L3okRPQnCaciyMNg,"{'northeast': {'lat': 42.6926420302915, 'lng': -73.80124906970852}, 'southwest': {'lat': 42.6899440697085, 'lng': -73.80394703029152}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2780,Albany,New York,Glenmont Centre Square,"365 Feura Bush Road, Glenmont","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.4,112,OPERATIONAL,42.6022684,-73.7927136,1,No data,No data,No data,No data,0,ChIJHeRAZa3h3YkRX_sN4s3fFTY,"{'northeast': {'lat': 42.6034094802915, 'lng': -73.7915290697085}, 'southwest': {'lat': 42.6007115197085, 'lng': -73.79422703029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2781,Albany,New York,Hudson Valley Plaza,"75 Vandenburgh Avenue, Troy","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.1,910,OPERATIONAL,42.6968506,-73.690375,1,No data,No data,No data,No data,0,ChIJNzp74DEP3okRXxg9-rQT5VQ,"{'northeast': {'lat': 42.6981193302915, 'lng': -73.6889771197085}, 'southwest': {'lat': 42.69542136970851, 'lng': -73.6916750802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2782,Albany,New York,Gear Depot Online,"11 Computer Drive West Ste 111, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,No rating,No data,OPERATIONAL,42.720066,-73.8088084,1,No data,No data,No data,No data,0,ChIJHyQQVBsN3okRGjutSBbz484,"{'northeast': {'lat': 42.72146633029149, 'lng': -73.80746761970849}, 'southwest': {'lat': 42.71876836970849, 'lng': -73.81016558029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2783,Albany,New York,Pinecrest Plaza,"1 Springhurst Drive, East Greenbush","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,No rating,No data,OPERATIONAL,42.587126,-73.6981411,0,No data,No data,No data,No data,0,ChIJK_KAUfji3YkRncEgqjlPD9g,"{'northeast': {'lat': 42.5885532302915, 'lng': -73.69688306970849}, 'southwest': {'lat': 42.5858552697085, 'lng': -73.69958103029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2784,Albany,New York,Bayberry Square,"637 Loudon Road, Latham","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.8,11,OPERATIONAL,42.7323779,-73.7618349,0,No data,No data,No data,No data,0,ChIJz77ffDAM3okR1R9YG0gZZBM,"{'northeast': {'lat': 42.7337238802915, 'lng': -73.7605516197085}, 'southwest': {'lat': 42.7310259197085, 'lng': -73.7632495802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2785,Albany,New York,Perfume Center,"1 Crossgates Mall Road, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,1,1,OPERATIONAL,42.689963,-73.8501765,0,No data,No data,No data,No data,0,ChIJoaWNTwB13okRFkkCTLt7lms,"{'northeast': {'lat': 42.6913588302915, 'lng': -73.8485977197085}, 'southwest': {'lat': 42.6886608697085, 'lng': -73.8512956802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2786,Albany,New York,Animal Fun Rides,"Crossgates Mall Road, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.6,5,OPERATIONAL,42.6903852,-73.8524516,1,No data,No data,No data,No data,0,ChIJ_5y1q9F13okR90PhLvc_QbA,"{'northeast': {'lat': 42.6918196302915, 'lng': -73.85164516970849}, 'southwest': {'lat': 42.68912166970851, 'lng': -73.85434313029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2787,Albany,New York,Fragrance Pointe,"1 Crossgates Mall Road, Albany","Shopping Mall, Clothing Store, Store, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,3.5,6,OPERATIONAL,42.6905091,-73.8526731,1,No data,No data,No data,No data,0,ChIJO2I3cc903okRTvRHaAADE7U,"{'northeast': {'lat': 42.6918693302915, 'lng': -73.8517526697085}, 'southwest': {'lat': 42.6891713697085, 'lng': -73.85445063029151}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2788,Albany,New York,Crossgates Commons Plaza,"161 Washington Avenue Extension, Albany","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.3,2173,OPERATIONAL,42.696973,-73.8492857,1,No data,No data,No data,No data,0,ChIJnXvd_rV03okRnre84v_ATg4,"{'northeast': {'lat': 42.6983006302915, 'lng': -73.8480258697085}, 'southwest': {'lat': 42.6956026697085, 'lng': -73.8507238302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2789,Albany,New York,Siena Square Plaza,"644 Loudon Road, Latham","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,5,6,OPERATIONAL,42.7350442,-73.7626285,1,No data,No data,No data,No data,0,ChIJ3Vw67PMN3okRK1HRhjkggKA,"{'northeast': {'lat': 42.7363895302915, 'lng': -73.7611827697085}, 'southwest': {'lat': 42.7336915697085, 'lng': -73.7638807302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2790,Albany,New York,Bimbo Bakeries Usa,Colonie,"Shopping Mall, Bakery, Store, Food, Point Of Interest, Establishment",1,0,0,0,1,0,0,0,4.3,3,OPERATIONAL,42.7105816,-73.8422234,1,1,No data,No data,No data,0,ChIJ96otUqt03okRIJB4Ep2udDU,"{'northeast': {'lat': 42.7119053302915, 'lng': -73.84091426970848}, 'southwest': {'lat': 42.7092073697085, 'lng': -73.8436122302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2791,Albany,New York,Caprara's Plaza,"210 route 2 Troy-Schenectady Road, Latham","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,5,1,CLOSED_TEMPORARILY,42.7395764,-73.7360139,0,No data,No data,No data,No data,1,ChIJT0kQtMgP3okRo9H7E_AfCfg,"{'northeast': {'lat': 42.7409274802915, 'lng': -73.73466976970849}, 'southwest': {'lat': 42.7382295197085, 'lng': -73.7373677302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2792,Bozeman,Montana,Museum of the Rockies,"600 West Kagy Boulevard, Bozeman","Museum, Tourist Attraction, Store, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.8,1218,OPERATIONAL,45.6586239,-111.0451215,1,No data,No data,No data,No data,0,ChIJ1bu4aRtFRVMRWAdKB-8YulM,"{'northeast': {'lat': 45.6600866302915, 'lng': -111.0435894197085}, 'southwest': {'lat': 45.6573886697085, 'lng': -111.0462873802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2793,Bozeman,Montana,Downtown Bozeman Partnership,"222 East Main Street #302, Bozeman","Tourist Attraction, Shopping Mall, Point Of Interest, Establishment",0,1,0,0,1,0,0,0,4.6,121,OPERATIONAL,45.6791029,-111.0335398,1,No data,No data,No data,No data,0,ChIJk7_RLFpERVMRTw8GZeM3CVw,"{'northeast': {'lat': 45.6805625302915, 'lng': -111.0322101197085}, 'southwest': {'lat': 45.6778645697085, 'lng': -111.0349080802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2794,Bozeman,Montana,Emerson Center for the Arts & Culture,"111 South Grand Avenue, Bozeman","Art Gallery, Tourist Attraction, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,4.7,350,OPERATIONAL,45.6777718,-111.0403435,1,No data,No data,No data,No data,0,ChIJTVM7LFFERVMRHtIGqjM8Qdk,"{'northeast': {'lat': 45.6791325802915, 'lng': -111.0388813197085}, 'southwest': {'lat': 45.6764346197085, 'lng': -111.0415792802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2795,Bozeman,Montana,Cherry River Fishing access,"27812-, 27822 Frontage Road, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.5,146,OPERATIONAL,45.7109992,-111.0506995,1,No data,No data,No data,No data,0,ChIJM7ykzJ9GRVMRZHSHl0xqlqE,"{'northeast': {'lat': 45.71234818029149, 'lng': -111.0493505197085}, 'southwest': {'lat': 45.70965021970849, 'lng': -111.0520484802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2796,Bozeman,Montana,Snowfill Recreation Area,Bozeman,"Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.9,201,OPERATIONAL,45.7214131,-111.0366618,1,No data,No data,No data,No data,0,ChIJC7hmSq5GRVMRnv-M77v0NIs,"{'northeast': {'lat': 45.7227786302915, 'lng': -111.0352894697085}, 'southwest': {'lat': 45.7200806697085, 'lng': -111.0379874302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2797,Bozeman,Montana,Drinking Horse Mountain Trailhead,"Drinking Horse Hill Trail, Bozeman","Tourist Attraction, Park, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.8,247,OPERATIONAL,45.7079292,-110.9801806,1,No data,No data,No data,No data,0,ChIJjVz3Q8FDRVMRLw-rLohRCT0,"{'northeast': {'lat': 45.70926718029149, 'lng': -110.9788415197085}, 'southwest': {'lat': 45.7065692197085, 'lng': -110.9815394802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2798,Bozeman,Montana,Sypes Canyon Trailhead,"130 Churn Road, Bozeman","Tourist Attraction, Park, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.6,168,OPERATIONAL,45.7452436,-111.0079126,1,No data,No data,No data,No data,0,ChIJwTv6K09ERVMR7k8US_1-9YM,"{'northeast': {'lat': 45.7465945302915, 'lng': -111.0065782697085}, 'southwest': {'lat': 45.7438965697085, 'lng': -111.0092762302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2799,Bozeman,Montana,Triple Tree Trailhead,"5974 Sourdough Road, Bozeman","Tourist Attraction, Park, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.6,128,OPERATIONAL,45.6130294,-111.0216163,0,No data,No data,No data,No data,0,ChIJo97pQulaRVMR3ZeitR9ydWg,"{'northeast': {'lat': 45.61437903029149, 'lng': -111.0204573697085}, 'southwest': {'lat': 45.61168106970849, 'lng': -111.0231553302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2800,Bozeman,Montana,Montana Science Center,"2744 West Main Street, Bozeman","Tourist Attraction, Museum, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.5,194,OPERATIONAL,45.6721805,-111.0744063,1,No data,No data,No data,No data,0,ChIJJQ1tO1dERVMRqnf-Th9uqQo,"{'northeast': {'lat': 45.6734321802915, 'lng': -111.0728029697085}, 'southwest': {'lat': 45.6707342197085, 'lng': -111.0755009302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2801,Bozeman,Montana,Lindley Park Center,Bozeman,"Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.7,461,OPERATIONAL,45.6777204,-111.0247153,1,No data,No data,No data,No data,0,ChIJVX5P819ERVMRhbClDNQq9OU,"{'northeast': {'lat': 45.6790706802915, 'lng': -111.0234549697085}, 'southwest': {'lat': 45.6763727197085, 'lng': -111.0261529302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2802,Bozeman,Montana,Greater Yellowstone Coalition,"215 South Wallace Avenue, Bozeman","Tourist Attraction, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,5,6,OPERATIONAL,45.6765834,-111.0290122,1,No data,No data,No data,No data,0,ChIJuzVKlFBERVMRo7v0DY0t-pc,"{'northeast': {'lat': 45.6780836802915, 'lng': -111.0274118697085}, 'southwest': {'lat': 45.6753857197085, 'lng': -111.0301098302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2803,Bozeman,Montana,Sourdough/Bozeman Creek Trailhead,"HXRF+W9, Bozeman","Tourist Attraction, Park, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.7,152,OPERATIONAL,45.592614,-111.026364,1,No data,No data,No data,No data,0,ChIJNU05DWNaRVMRoYrnOIeVqSI,"{'northeast': {'lat': 45.5939616802915, 'lng': -111.0250347197085}, 'southwest': {'lat': 45.5912637197085, 'lng': -111.0277326802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2804,Bozeman,Montana,Yellowstone Forever,"222 East Main Street #301, Bozeman","Tourist Attraction, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,4.3,6,OPERATIONAL,45.6790689,-111.0335877,0,No data,No data,No data,No data,0,ChIJ5YbTKlpERVMRRH-3YJcnPyI,"{'northeast': {'lat': 45.6805455302915, 'lng': -111.0322332697085}, 'southwest': {'lat': 45.6778475697085, 'lng': -111.0349312302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2805,Bozeman,Montana,American Computer & Robotics Museum,"2023 Stadium Drive #1a, Bozeman","Museum, Tourist Attraction, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.8,407,OPERATIONAL,45.6592806,-111.0549639,0,No data,No data,No data,No data,0,ChIJ85MtLhBFRVMRfI7VCou3jOY,"{'northeast': {'lat': 45.66080183029149, 'lng': -111.0533499197085}, 'southwest': {'lat': 45.6581038697085, 'lng': -111.0560478802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2806,Bozeman,Montana,Earth's Treasures,"25 North Willson Avenue # B, Bozeman","Tourist Attraction, Museum, Store, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.5,115,OPERATIONAL,45.6801138,-111.0388511,1,No data,No data,No data,No data,0,ChIJiUPZiFBERVMRxAg0y-RQjTc,"{'northeast': {'lat': 45.6814346302915, 'lng': -111.0374446697085}, 'southwest': {'lat': 45.6787366697085, 'lng': -111.0401426302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
2807,Bozeman,Montana,College 'M',"Trail to 'M', Bozeman","Tourist Attraction, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,4.7,306,OPERATIONAL,45.7146921,-110.9734986,1,No data,No data,No data,No data,0,ChIJETZF0M9DRVMRbeNNoM_VDIc,"{'northeast': {'lat': 45.71719445, 'lng': -110.97148565}, 'southwest': {'lat': 45.70718505, 'lng': -110.97953745}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2808,Bozeman,Montana,Montana Ghost Town Preservation,Bozeman,"Tourist Attraction, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,5,3,OPERATIONAL,45.6833675,-111.0504652,0,No data,No data,No data,No data,0,ChIJE4i6T0xERVMRunrbOfKtyVI,"{'northeast': {'lat': 45.68471813029151, 'lng': -111.0489764197085}, 'southwest': {'lat': 45.68202016970851, 'lng': -111.0516743802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2809,Bozeman,Montana,Bozeman Pond,"700 South Fowler Avenue, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.4,415,OPERATIONAL,45.6738513,-111.0817414,1,No data,No data,No data,No data,0,ChIJq0wCxJlFRVMR-_gJlu8MloI,"{'northeast': {'lat': 45.6752031802915, 'lng': -111.08092815}, 'southwest': {'lat': 45.6725052197085, 'lng': -111.08418115}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2810,Bozeman,Montana,The Story Mansion and Story Park,"811 South Willson Avenue, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.6,78,OPERATIONAL,45.6707409,-111.0395117,0,No data,No data,No data,No data,0,ChIJZTRkJv9ERVMRD4G0XurG83k,"{'northeast': {'lat': 45.6720758802915, 'lng': -111.0385337697085}, 'southwest': {'lat': 45.6693779197085, 'lng': -111.0412317302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2811,Bozeman,Montana,Gallatin History Museum,"317 West Main Street, Bozeman","Museum, Tourist Attraction, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.7,152,OPERATIONAL,45.679657,-111.042195,0,No data,No data,No data,No data,0,ChIJSRXJCFFERVMROzqhn0yWZYo,"{'northeast': {'lat': 45.6808275302915, 'lng': -111.0408455697085}, 'southwest': {'lat': 45.6781295697085, 'lng': -111.0435435302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
2812,Bozeman,Montana,Bozeman Sculpture Park,"626 East Main Street, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.4,114,OPERATIONAL,45.6767588,-111.0274301,1,No data,No data,No data,No data,0,ChIJGbbTKF9ERVMRxQ7AxWQmYhI,"{'northeast': {'lat': 45.6782935302915, 'lng': -111.0261253697085}, 'southwest': {'lat': 45.6755955697085, 'lng': -111.0288233302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2813,Bozeman,Montana,Gallagator Trail,"Gallagator Linear Trail, Bozeman","Tourist Attraction, Park, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.7,67,OPERATIONAL,45.6733571,-111.0306755,1,No data,No data,No data,No data,0,ChIJXQsbwfdERVMRupRFOboyodI,"{'northeast': {'lat': 45.6747299802915, 'lng': -111.0291617697085}, 'southwest': {'lat': 45.6720320197085, 'lng': -111.0318597302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2814,Bozeman,Montana,Peets Hill/Burke Park,"429 East Story Street, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.7,384,OPERATIONAL,45.6738998,-111.0293315,1,No data,No data,No data,No data,0,ChIJaz9hLvZERVMRmLrKgqKFN10,"{'northeast': {'lat': 45.67533503029149, 'lng': -111.0283132697085}, 'southwest': {'lat': 45.67263706970849, 'lng': -111.0310112302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2815,Bozeman,Montana,Cooper Park,"Cooper Park Trail, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.7,302,OPERATIONAL,45.6747678,-111.0466182,1,No data,No data,No data,No data,0,ChIJo7lm6lRERVMRrNhOFyDt8jo,"{'northeast': {'lat': 45.67588928029149, 'lng': -111.0452712697085}, 'southwest': {'lat': 45.6731913197085, 'lng': -111.0479692302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2816,Bozeman,Montana,Southside Park,"411 West College Street, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.5,73,OPERATIONAL,45.6719555,-111.0431593,1,No data,No data,No data,No data,0,ChIJZ77hhv9ERVMRP3csxJJsVcA,"{'northeast': {'lat': 45.6733459802915, 'lng': -111.0422030697085}, 'southwest': {'lat': 45.6706480197085, 'lng': -111.0449010302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
2817,Bozeman,Montana,Bozeman Welcome Sign,Bozeman,"Tourist Attraction, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,4.5,2,OPERATIONAL,45.6776276,-111.0156917,0,No data,No data,No data,No data,0,ChIJ_zor56FFRVMRMRaMnGqbaRM,"{'northeast': {'lat': 45.67894473029151, 'lng': -111.0143818697085}, 'southwest': {'lat': 45.67624676970851, 'lng': -111.0170798302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
2818,Bozeman,Montana,Kirk Park,"137 North 20th Avenue, Bozeman","Park, Tourist Attraction, Point Of Interest, Establishment",0,1,0,1,0,0,0,0,4.4,126,OPERATIONAL,45.6814874,-111.0658459,1,No data,No data,No data,No data,0,ChIJS-X_6LBFRVMRktV52VbtVtM,"{'northeast': {'lat': 45.68232958029149, 'lng': -111.0638397697085}, 'southwest': {'lat': 45.67963161970849, 'lng': -111.0665377302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png
